Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage,Mileage_naa,Engine,Engine_naa,Power,Power_naa
2015,25200,Petrol,Manual,First,5.0,3.35,18.9,False,998.0,False,67.1,False
2015,35463,Diesel,Automatic,First,5.0,25.02,14.94,False,2967.0,False,241.4,False
2017,23249,Petrol,Automatic,First,5.0,26.11,19.16,False,2487.0,False,175.67,False
2016,40310,Petrol,Manual,First,5.0,7.09,18.6,False,1197.0,False,81.83,False
2012,82069,CNG,Manual,First,5.0,2.65,9.09807534029715,False,1586.0,False,103.3,False
2018,10000,Petrol,Manual,First,5.0,6.5,18.9,False,1197.0,False,81.86,False
2012,94000,Diesel,Manual,First,5.0,4.5,22.07,False,1199.0,False,73.9,False
2016,45000,Diesel,Automatic,First,5.0,57.0,15.97,False,2993.0,False,258.0,False
2012,52818,Petrol,Manual,First,5.0,3.82,16.47,False,1198.0,False,73.9,False
2013,61238,Diesel,Manual,First,5.0,5.25,20.45,False,1461.0,False,83.8,False
2016,54253,Petrol,Automatic,First,5.0,16.81,14.67,False,1798.0,False,177.46,False
2013,71000,Diesel,Automatic,First,5.0,21.5,14.16,False,1968.0,False,174.3,False
2017,20000,Diesel,Manual,First,5.0,8.5,27.39,False,1248.0,False,74.0,False
2013,75000,Petrol,Manual,First,5.0,3.25,16.47,False,1198.0,False,73.9,False
2019,11827,Diesel,Automatic,First,6.0,27.11,13.5,False,2477.0,False,175.56,False
2015,51579,Petrol,Manual,First,5.0,5.95,20.73,False,1373.0,False,91.1,False
2015,65178,Diesel,Manual,First,5.0,6.79,19.87,False,1461.0,False,83.8,False
2016,25350,Petrol,Manual,First,5.0,2.55,21.1,False,814.0,False,55.2,False
2008,92000,Petrol,Manual,Second,5.0,3.7,10.8,False,2354.0,False,152.0,False
2014,45000,Petrol,Manual,Second,5.0,6.75,17.01,False,1591.0,False,121.3,False
2015,46000,Petrol,Manual,First,5.0,6.95,14.28,False,1798.0,False,138.03,False
2011,79940,Petrol,Manual,First,5.0,2.78,15.5,False,1586.0,False,103.3,False
2016,28851,Petrol,Manual,First,5.0,6.18,16.47,False,1198.0,False,73.9,False
2015,63000,Diesel,Automatic,First,5.0,36.0,14.16,False,1968.0,False,174.3,False
2012,77283,Petrol,Manual,First,5.0,5.81,17.0,False,1497.0,False,118.0,False
2014,38958,Petrol,Manual,First,5.0,3.41,22.5,False,998.0,False,67.04,False
2018,8900,Diesel,Automatic,First,6.0,26.5,13.5,False,2477.0,False,175.56,False
2015,38000,Petrol,Automatic,First,5.0,16.0,14.7,False,1798.0,False,177.5,False
2017,44887,Diesel,Manual,First,5.0,12.13,19.67,False,1582.0,False,126.2,False
2009,85000,Petrol,Manual,Second,5.0,1.8,19.7,False,796.0,False,46.3,False
2013,100000,Petrol,Manual,First,5.0,6.25,16.8,False,1497.0,False,116.3,False
2016,26239,Petrol,Manual,First,5.0,2.75,22.7,False,799.0,False,53.0,False
2011,97000,Diesel,Manual,First,5.0,6.0,17.67,False,1968.0,False,138.08,False
2013,28000,Petrol,Automatic,First,5.0,11.56,14.8,False,1595.0,False,120.7,False
2014,20364,Petrol,Automatic,Second,5.0,5.2,17.21,False,1197.0,False,103.6,False
2014,64637,Diesel,Manual,First,5.0,7.52,22.77,False,1498.0,False,98.59,False
2017,15731,Petrol,Manual,First,5.0,12.49,15.29,False,1591.0,False,121.3,False
2019,56251,Diesel,Manual,First,7.0,35.82,14.24,False,2755.0,False,174.5,False
2017,28000,Petrol,Manual,First,5.0,6.25,20.85,False,1197.0,False,83.14,False
2015,20045,Petrol,Manual,First,5.0,6.22,17.0,False,1197.0,False,80.0,False
2016,34004,Petrol,Manual,First,7.0,8.02,15.4,False,1497.0,False,117.3,False
2014,21000,Petrol,Manual,First,5.0,3.75,23.1,False,998.0,False,67.04,False
2009,68001,Petrol,Automatic,Second,5.0,11.75,10.93,False,3498.0,False,272.0,False
2012,31000,Petrol,Manual,First,5.0,2.25,20.36,False,1197.0,False,78.9,False
2013,8950,Petrol,Manual,First,5.0,3.55,17.71,False,1197.0,False,78.9,False
2017,43477,Diesel,Automatic,First,5.0,38.15,15.0,False,2143.0,False,204.0,False
2015,20000,Petrol,Manual,First,5.0,2.66,21.1,False,814.0,False,55.2,False
2014,47200,CNG,Manual,First,5.0,2.85,14.259319949232077,False,998.0,False,67.04,False
2011,60000,Petrol,Manual,First,5.0,4.95,17.0,False,1497.0,False,118.0,False
2003,111000,Petrol,Automatic,First,5.0,6.5,13.0,False,2987.0,False,210.0,False
2016,52000,Diesel,Manual,Second,5.0,2.4,25.0,False,1396.0,False,69.01,False
2016,26000,Petrol,Manual,First,5.0,12.5,15.29,False,1591.0,False,121.3,False
2013,32425,Petrol,Manual,First,5.0,3.0,20.51,False,998.0,False,67.04,False
2017,54758,Diesel,Manual,First,5.0,6.67,28.4,False,1248.0,False,73.75,False
2008,59833,Petrol,Manual,Fourth & Above,5.0,1.97,13.8,False,1299.0,False,70.0,False
2013,30000,Petrol,Manual,First,5.0,2.8,16.47,False,1198.0,False,73.9,False
2011,40496,Petrol,Manual,First,5.0,2.65,20.36,False,1197.0,False,78.9,False
2014,45000,Diesel,Manual,First,8.0,4.75,18.2,False,1248.0,False,73.74,False
2003,75000,Diesel,Automatic,Second,,16.11,0.0,False,1622.0034294936454,False,113.37409595233115,False
2011,34000,Petrol,Automatic,Second,5.0,19.0,10.5,False,1796.0,False,157.7,False
2012,62000,Diesel,Manual,First,5.0,4.5,17.8,False,1248.0,False,75.0,False
2012,123600,Diesel,Manual,First,7.0,8.25,15.1,False,2179.0,False,140.0,False
2014,80102,Petrol,Manual,First,5.0,3.5,17.71,False,1197.0,False,78.9,False
2013,55000,Diesel,Manual,First,7.0,8.5,15.1,False,2179.0,False,140.0,False
2015,48200,Petrol,Manual,First,5.0,9.0,15.29,False,1591.0,False,121.3,False
2014,90000,Diesel,Manual,First,5.0,6.75,26.0,False,1498.0,False,98.6,False
2014,123900,Diesel,Manual,First,5.0,5.4,19.3,False,1248.0,False,73.9,False
2015,13008,Petrol,Manual,First,5.0,3.5,20.51,False,998.0,False,67.04,False
2012,60500,Petrol,Manual,First,5.0,2.6,21.1,False,814.0,False,55.2,False
2017,53841,Diesel,Automatic,First,7.0,20.5,11.36,False,2755.0,False,171.5,False
2017,47183,Petrol,Manual,Second,5.0,11.31,15.8,False,1591.0,False,121.3,False
2018,10000,Petrol,Manual,First,5.0,4.5,20.51,False,998.0,False,67.04,False
2015,45000,Diesel,Automatic,First,7.0,56.0,11.3,False,2987.0,False,254.8,False
2017,3923,Petrol,Manual,First,5.0,5.2,23.1,False,998.0,False,67.04,False
2011,85000,Diesel,Manual,First,8.0,5.25,12.05,False,2179.0,False,120.0,False
2018,6279,Petrol,Manual,First,5.0,3.6,22.7,False,799.0,False,53.64,False
2014,74500,Diesel,Manual,First,5.0,3.3,21.2,False,1248.0,False,75.0,False
2013,42000,Diesel,Manual,First,5.0,5.85,22.7,False,1582.0,False,126.24,False
2014,56510,Petrol,Manual,First,5.0,3.9,19.1,False,1197.0,False,85.8,False
2009,88000,Diesel,Automatic,First,5.0,7.98,16.55,False,1968.0,False,140.0,False
2014,36631,Petrol,Automatic,First,5.0,4.3,16.5,False,1198.0,False,86.8,False
2011,34000,Petrol,Manual,First,5.0,2.25,18.9,False,998.0,False,67.1,False
2013,49000,Petrol,Manual,First,5.0,3.2,19.81,False,1086.0,False,68.05,False
2012,65254,Diesel,Manual,First,5.0,6.55,22.32,False,1582.0,False,126.32,False
2014,95000,Diesel,Manual,Second,5.0,6.9,22.32,False,1582.0,False,126.32,False
2009,83000,Diesel,Manual,First,5.0,2.95,23.2,False,1248.0,False,73.94,False
2017,101065,Diesel,Manual,First,5.0,11.45,20.5,False,1582.0,False,126.2,False
2017,15134,Petrol,Manual,First,5.0,6.37,21.4,False,1197.0,False,83.1,False
2011,72000,Diesel,Manual,First,5.0,5.0,22.32,False,1582.0,False,126.3,False
2012,120000,Diesel,Manual,Second,5.0,2.6,22.3,False,1248.0,False,74.0,False
2010,45000,Petrol,Manual,First,5.0,1.9,18.5,False,1197.0,False,80.0,False
2015,54996,Diesel,Automatic,First,4.0,60.95,17.85,False,2967.0,False,300.0,False
2017,22874,Petrol,Manual,First,5.0,4.44,15.1,False,1196.0,False,73.0,False
2012,58000,Diesel,Automatic,Second,5.0,15.3,22.69,False,1995.0,False,190.0,False
2016,86000,Diesel,Manual,Second,7.0,8.2,25.47,False,1248.0,False,88.5,False
2014,69000,Petrol,Automatic,First,5.0,5.25,16.9,False,1197.0,False,81.86,False
2016,55001,Petrol,Automatic,Second,5.0,8.5,16.93,False,1197.0,False,103.2,False
2015,28000,Diesel,Automatic,First,5.0,23.75,15.73,False,1968.0,False,174.33,False
2013,53213,Petrol,Manual,First,5.0,2.74,19.81,False,1086.0,False,68.05,False
2016,44340,Diesel,Automatic,First,5.0,13.83,16.96,False,1968.0,False,138.03,False
2017,16900,Petrol,Manual,First,5.0,6.99,21.1,False,998.0,False,100.0,False
2009,57000,Petrol,Manual,First,5.0,2.25,19.81,False,1086.0,False,68.05,False
2013,83165,Diesel,Manual,First,8.0,11.49,12.8,False,2494.0,False,102.0,False
2012,24735,Petrol,Manual,Second,5.0,2.87,18.6,False,1199.0,False,79.4,False
2005,65175,Diesel,Manual,First,8.0,3.25,12.8,False,2494.0,False,102.0,False
2009,60000,Petrol,Manual,Second,5.0,3.5,9.8,False,2354.0,False,180.0,False
2017,60357,Diesel,Manual,First,6.0,4.49,25.32,False,1198.0,False,77.0,False
2011,77000,Diesel,Manual,First,5.0,2.9,22.07,False,1199.0,False,73.9,False
2014,85301,Petrol,Manual,First,8.0,12.36,12.4,False,1998.0,False,132.0,False
2011,50000,Diesel,Automatic,First,8.0,6.0,11.79,False,2179.0,False,120.0,False
2010,58000,Diesel,Automatic,First,5.0,31.0,16.46,False,2993.0,False,258.0,False
2015,39000,Diesel,Manual,First,5.0,5.49,25.6,False,1498.0,False,98.6,False
2015,46190,Diesel,Manual,First,5.0,5.86,22.07,False,1199.0,False,73.9,False
2015,83000,Diesel,Manual,First,7.0,9.0,16.0,False,2179.0,False,140.0,False
2016,33000,Petrol,Manual,First,5.0,7.7,16.09,False,1598.0,False,103.5,False
2017,27279,Petrol,Manual,First,5.0,9.47,17.4,False,1497.0,False,117.3,False
2014,53900,Diesel,Automatic,First,5.0,29.0,14.16,False,1968.0,False,174.3,False
2012,63998,Petrol,Automatic,First,5.0,5.42,17.0,False,1497.0,False,118.0,False
2016,57932,Petrol,Manual,First,5.0,6.39,20.4,False,1197.0,False,81.8,False
2015,25000,Petrol,Manual,First,5.0,2.75,22.74,False,796.0,False,47.3,False
2011,169000,Diesel,Manual,First,5.0,2.5,20.0,False,1399.0,False,68.0,False
2012,53000,Petrol,Manual,First,5.0,2.35,17.92,False,1086.0,False,62.1,False
2015,43053,Petrol,Manual,First,5.0,4.65,18.9,False,998.0,False,67.1,False
2014,75000,Diesel,Manual,First,5.0,6.0,26.0,False,1498.0,False,98.6,False
2012,89000,Petrol,Manual,Second,5.0,3.5,16.8,False,1497.0,False,116.3,False
2014,75578,Diesel,Manual,First,5.0,7.0,25.1,False,1498.0,False,98.6,False
2014,46676,Petrol,Manual,First,5.0,7.75,17.0,False,1591.0,False,121.3,False
2014,51349,Petrol,Manual,First,5.0,2.93,24.07,False,998.0,False,67.1,False
2014,34233,Diesel,Automatic,First,5.0,22.5,14.21,False,2143.0,False,203.0,False
2014,39626,Diesel,Automatic,First,4.0,40.66,11.2,False,2993.0,False,241.0,False
2008,82500,Petrol,Manual,First,5.0,1.75,14.0,False,1061.0,False,64.0,False
2015,63000,Diesel,Manual,Second,5.0,8.2,19.72,False,1461.0,False,108.45,False
2011,77001,Diesel,Manual,First,8.0,4.49,12.05,False,2179.0,False,120.0,False
2016,43000,Diesel,Automatic,First,7.0,26.5,10.91,False,3198.0,False,197.2,False
2011,61111,Petrol,Manual,First,5.0,2.6,19.0,False,998.0,False,67.1,False
2005,79000,Petrol,Manual,Second,,1.65,17.0,False,1622.0034294936454,False,113.37409595233115,False
2011,43000,Petrol,Manual,First,5.0,2.49,20.36,False,1197.0,False,78.9,False
2013,47000,Petrol,Automatic,First,5.0,5.4,16.5,False,1198.0,False,86.8,False
2017,34000,Petrol,Automatic,First,5.0,4.35,20.51,False,998.0,False,67.0,False
2018,22060,Diesel,Automatic,First,5.0,32.73,18.51,False,1968.0,False,147.51,False
2012,63000,Diesel,Automatic,First,5.0,26.0,0.0,False,2987.0,False,165.0,False
2011,80000,Petrol,Manual,First,5.0,2.5,18.9,False,998.0,False,67.1,False
2015,13506,Diesel,Automatic,First,5.0,21.66,18.25,False,1968.0,False,187.74,False
2016,16000,Petrol,Manual,First,5.0,2.99,25.17,False,799.0,False,53.3,False
2016,31006,Petrol,Manual,First,5.0,2.61,24.7,False,796.0,False,47.3,False
2013,91200,Diesel,Manual,First,8.0,8.25,12.99,False,2494.0,False,100.0,False
2015,43000,Petrol,Automatic,First,5.0,12.5,14.53,False,1794.0,False,138.1,False
2015,45000,Diesel,Manual,First,5.0,5.5,25.83,False,1498.0,False,99.0,False
2014,28637,Petrol,Manual,First,5.0,5.53,19.4,False,1198.0,False,86.8,False
2004,69870,Petrol,Manual,Second,5.0,1.1,14.2,False,1597.0,False,92.0,False
2014,84000,Diesel,Manual,First,7.0,6.85,12.05,False,2179.0,False,120.0,False
2007,84143,Petrol,Manual,First,5.0,17.09,13.0,False,2987.0,False,210.0,False
2012,77000,Diesel,Manual,Second,8.0,4.93,12.05,False,2179.0,False,120.0,False
2012,75000,Diesel,Automatic,Second,5.0,17.5,12.39,False,2179.0,False,147.51,False
2011,76155,Petrol,Manual,First,5.0,1.95,18.6,False,1199.0,False,79.4,False
2014,98000,Diesel,Manual,First,5.0,6.1,22.9,False,1248.0,False,74.0,False
2008,48233,Petrol,Manual,Second,5.0,1.8,13.4,False,1794.0,False,125.0,False
2015,63000,Diesel,Automatic,First,5.0,34.5,13.22,False,2967.0,False,241.4,False
2015,34063,Petrol,Manual,First,5.0,4.01,21.1,False,814.0,False,55.2,False
2013,32576,Petrol,Manual,First,5.0,3.15,19.5,False,1199.0,False,88.76,False
2015,28843,Petrol,Automatic,First,5.0,5.49,17.01,False,1499.0,False,110.5,False
2016,26000,Diesel,Automatic,Second,5.0,10.0,19.6,False,1461.0,False,108.45,False
2013,39000,Petrol,Automatic,First,5.0,4.55,15.6,False,1497.0,False,116.3,False
2010,66000,Petrol,Manual,First,5.0,1.5,19.7,False,796.0,False,46.3,False
2011,38002,Petrol,Manual,First,5.0,2.15,20.36,False,1197.0,False,78.9,False
2010,49000,Petrol,Manual,Second,5.0,1.4,18.0,False,995.0,False,62.0,False
2014,52000,Diesel,Manual,First,5.0,6.2,21.14,False,1498.0,False,103.6,False
2013,56500,Diesel,Automatic,First,5.0,19.8,17.68,False,1968.0,False,174.33,False
2015,20568,Petrol,Manual,First,5.0,5.6,18.7,False,1199.0,False,88.7,False
2015,26000,Petrol,Manual,First,5.0,9.5,15.29,False,1591.0,False,121.3,False
2012,56000,Petrol,Manual,First,5.0,2.21,18.6,False,1199.0,False,79.4,False
2017,27509,Petrol,Manual,First,5.0,3.31,22.7,False,799.0,False,53.64,False
2016,36216,Petrol,Manual,First,5.0,5.44,19.1,False,1197.0,False,81.86,False
2009,28888,Petrol,Automatic,First,5.0,7.56,10.0,False,2496.0,False,157.7,False
2011,120000,Diesel,Manual,Second,5.0,3.2,22.9,False,1248.0,False,74.0,False
2018,31396,Petrol,Manual,First,5.0,5.53,23.1,False,998.0,False,67.04,False
2015,79000,Diesel,Automatic,First,5.0,17.0,19.3,False,1968.0,False,141.0,False
2010,62000,Petrol,Automatic,First,5.0,3.55,16.8,False,1497.0,False,118.0,False
2006,120000,Petrol,Automatic,Second,5.0,2.65,9.0,False,2997.0,False,218.0,False
2016,53000,Petrol,Automatic,First,5.0,17.85,14.67,False,1798.0,False,177.46,False
2010,124313,Diesel,Manual,First,8.0,7.96,12.99,False,2494.0,False,100.6,False
2015,26725,Petrol,Automatic,First,5.0,4.25,23.1,False,998.0,False,67.04,False
2014,45617,Diesel,Manual,First,7.0,5.85,20.77,False,1248.0,False,88.76,False
2013,37000,Diesel,Automatic,First,5.0,13.0,20.0,False,2143.0,False,107.3,False
2010,109147,Diesel,Manual,First,8.0,2.65,14.0,False,2498.0,False,112.0,False
2014,59000,Diesel,Manual,First,5.0,4.75,25.8,False,1498.0,False,98.6,False
2015,28000,Petrol,Manual,First,5.0,2.65,25.17,False,799.0,False,53.3,False
2017,4700,Petrol,Manual,First,5.0,3.0,25.17,False,799.0,False,53.3,False
2014,72469,Diesel,Automatic,First,7.0,32.52,12.07,False,2967.0,False,241.4,False
2014,57539,Diesel,Automatic,First,5.0,7.75,22.32,False,1582.0,False,126.32,False
2016,42000,Diesel,Automatic,First,7.0,19.6,11.36,False,2755.0,False,171.5,False
2010,62489,Petrol,Manual,First,5.0,2.6,17.0,False,1197.0,False,80.0,False
2013,51167,Petrol,Manual,First,5.0,3.76,16.47,False,1198.0,False,73.9,False
2012,130000,Diesel,Manual,First,5.0,4.75,20.54,False,1598.0,False,103.6,False
2007,63000,Petrol,Manual,Second,5.0,1.75,17.7,False,1497.0,False,78.0,False
2011,60000,Petrol,Manual,First,5.0,3.95,16.2,False,1599.0,False,103.2,False
2005,123200,Petrol,Manual,Second,5.0,1.0,13.2,False,1495.0,False,94.0,False
2011,115692,Diesel,Automatic,First,5.0,4.5,20.0,False,1968.0,False,138.1,False
2011,87073,Petrol,Automatic,First,5.0,17.23,10.93,False,2497.0,False,204.0,False
2015,40901,Petrol,Manual,First,5.0,5.76,18.6,False,1197.0,False,81.83,False
2013,36264,Petrol,Manual,First,5.0,4.32,20.36,False,1197.0,False,78.9,False
2009,60000,Petrol,Manual,Second,5.0,1.9,19.81,False,1086.0,False,68.05,False
2018,20000,Petrol,Manual,First,5.0,5.5,17.0,False,1198.0,False,74.0,False
2014,68400,Petrol,Automatic,First,5.0,13.5,12.98,False,2494.0,False,178.4,False
2013,71231,Diesel,Manual,Second,7.0,9.75,16.0,False,2179.0,False,140.0,False
2011,75000,Diesel,Automatic,First,5.0,9.44,17.2,False,1968.0,False,138.1,False
2018,1997,Petrol,Automatic,First,5.0,4.45,22.5,False,998.0,False,67.0,False
2016,47300,Diesel,Manual,First,5.0,8.85,24.3,False,1248.0,False,88.5,False
2012,61449,Petrol,Manual,First,5.0,2.15,0.0,False,1086.0,False,62.0,False
2013,47910,Diesel,Manual,First,5.0,4.89,20.54,False,1598.0,False,103.6,False
2015,62000,Diesel,Manual,First,5.0,6.25,20.14,False,1498.0,False,88.8,False
2012,65060,Diesel,Manual,First,5.0,4.8,22.9,False,1248.0,False,74.0,False
2008,82203,Petrol,Manual,First,5.0,1.8,19.81,False,1086.0,False,68.05,False
2013,44000,Diesel,Manual,First,7.0,7.25,16.0,False,2179.0,False,140.0,False
2014,53817,Diesel,Manual,First,7.0,7.56,25.47,False,1248.0,False,88.5,False
2013,61591,Diesel,Manual,First,7.0,6.82,16.0,False,2179.0,False,140.0,False
2011,86500,Diesel,Manual,Second,5.0,1.8,21.12,False,1248.0,False,88.8,False
2009,100000,Diesel,Automatic,First,5.0,11.5,11.0,False,2987.0,False,198.5,False
2010,87000,Petrol,Manual,First,5.0,2.8,15.6,False,1586.0,False,104.68,False
2016,35000,Petrol,Automatic,First,5.0,5.5,20.51,False,998.0,False,67.0,False
2016,6000,Petrol,Manual,First,5.0,2.7,20.63,False,1198.0,False,67.06,False
2014,59327,Diesel,Manual,First,5.0,3.25,20.0,False,1399.0,False,68.0,False
2014,81001,Diesel,Automatic,First,5.0,10.9,17.2,False,1968.0,False,138.1,False
2014,44612,Petrol,Manual,First,5.0,4.07,18.5,False,1197.0,False,80.0,False
2016,42388,Diesel,Automatic,First,7.0,18.0,11.36,False,2755.0,False,171.5,False
2012,54000,Petrol,Manual,First,5.0,2.95,19.4,False,1198.0,False,86.8,False
2011,83010,Diesel,Automatic,First,5.0,7.5,17.2,False,1968.0,False,138.1,False
2016,65405,Diesel,Automatic,First,5.0,32.73,13.0,False,2143.0,False,204.0,False
2015,36000,Diesel,Automatic,Second,7.0,21.5,12.55,False,2982.0,False,168.7,False
2008,85000,Petrol,Manual,First,5.0,2.5,16.51,False,1586.0,False,103.2,False
2016,35000,Diesel,Manual,First,5.0,5.5,27.3,False,1498.0,False,98.6,False
2012,54000,Petrol,Automatic,First,5.0,7.5,14.53,False,1794.0,False,138.1,False
2007,70000,Petrol,Manual,First,5.0,1.55,16.9,False,1497.0,False,100.0,False
2017,27001,Diesel,Automatic,First,5.0,29.0,20.68,False,1995.0,False,190.0,False
2019,41075,Diesel,Manual,First,5.0,8.4,28.4,False,1248.0,False,74.0,False
2016,26000,Diesel,Manual,First,6.0,6.5,25.32,False,1198.0,False,77.0,False
2010,55000,Petrol,Manual,First,5.0,2.35,16.0,False,1198.0,False,90.0,False
2016,19000,Petrol,Manual,First,5.0,5.55,20.4,False,1197.0,False,81.8,False
2016,15000,Petrol,Automatic,First,5.0,5.35,18.9,False,1197.0,False,82.0,False
2016,37000,Petrol,Manual,First,5.0,5.25,17.8,False,1198.0,False,86.7,False
2017,38712,Petrol,Manual,First,5.0,5.87,18.9,False,1197.0,False,81.86,False
2014,52400,Diesel,Manual,First,5.0,5.36,20.54,False,1598.0,False,103.6,False
2016,23988,Diesel,Manual,First,5.0,7.75,28.09,False,1248.0,False,88.5,False
2014,32283,Petrol,Automatic,Second,5.0,5.41,14.4,False,1598.0,False,103.6,False
2010,52000,Petrol,Manual,First,5.0,3.65,18.5,False,1197.0,False,80.0,False
2016,32000,Petrol,Automatic,First,5.0,5.25,16.5,False,1198.0,False,86.8,False
2014,39000,Petrol,Manual,First,5.0,6.25,17.4,False,1497.0,False,117.3,False
2017,14149,Petrol,Manual,First,4.0,3.47,23.9,False,624.0,False,37.48,False
2006,103000,Petrol,Automatic,First,5.0,8.85,10.13,False,3498.0,False,364.9,False
2004,82000,Petrol,Manual,First,5.0,0.85,14.0,False,1061.0,False,64.0,False
2015,34000,Petrol,Automatic,First,5.0,13.65,13.7,False,1798.0,False,157.75,False
2016,45180,Diesel,Automatic,First,7.0,50.22,12.07,False,2967.0,False,241.4,False
2018,2000,Petrol,Manual,First,5.0,7.75,22.0,False,1197.0,False,81.8,False
2011,82321,Diesel,Manual,First,7.0,10.05,12.8,False,2494.0,False,102.0,False
2011,7000,Petrol,Automatic,First,5.0,9.75,12.05,False,1995.0,False,154.0,False
2015,27000,Diesel,Automatic,First,5.0,23.0,17.9,False,2143.0,False,136.0,False
2019,31271,Diesel,Manual,First,8.0,21.42,13.68,False,2393.0,False,147.8,False
2003,55000,Petrol,Manual,Third,5.0,0.7,15.9,False,1298.0,False,113.37409595233115,False
2014,24000,Diesel,Manual,First,5.0,5.21,25.2,False,1248.0,False,74.0,False
2009,147000,Diesel,Manual,First,7.0,7.5,12.99,False,2494.0,False,100.6,False
2012,72351,Diesel,Manual,First,5.0,2.65,23.59,False,1364.0,False,113.37409595233115,False
2010,115000,Petrol,Manual,First,5.0,1.75,18.6,False,1199.0,False,79.4,False
2010,82000,Diesel,Manual,Second,5.0,1.0,13.8,False,1399.0,False,68.0,False
2016,20000,Diesel,Automatic,First,5.0,33.0,19.27,False,2143.0,False,170.0,False
2011,45560,Petrol,Manual,First,5.0,2.2,17.6,False,1496.0,False,88.73,False
2017,57539,Diesel,Manual,First,7.0,12.83,12.8,False,2494.0,False,102.0,False
2018,20004,Diesel,Automatic,First,4.0,68.94,17.54,False,2993.0,False,313.0,False
2012,54500,Diesel,Manual,First,5.0,4.1,21.13,False,1498.0,False,108.4,False
2016,27886,Petrol,Manual,First,5.0,2.85,22.0,False,814.0,False,55.0,False
2007,66000,Petrol,Automatic,First,5.0,3.7,11.1,False,2354.0,False,158.8,False
2013,72202,Diesel,Automatic,First,5.0,9.06,20.0,False,1968.0,False,138.1,False
2011,70000,Petrol,Manual,Second,5.0,4.75,13.4,False,1798.0,False,157.8,False
2015,78233,Diesel,Manual,First,5.0,6.6,26.0,False,1498.0,False,98.6,False
2007,120203,Diesel,Manual,Second,7.0,3.5,13.93,False,2179.0,False,138.0,False
2011,20575,Petrol,Manual,First,5.0,2.0,19.0,False,998.0,False,67.1,False
2013,39879,Petrol,Manual,First,5.0,3.89,17.8,False,1198.0,False,86.7,False
2017,31056,Petrol,Manual,First,5.0,3.6,23.01,False,999.0,False,67.0,False
2015,50940,Petrol,Automatic,First,5.0,6.95,19.12,False,1373.0,False,91.1,False
2016,99362,Diesel,Manual,First,5.0,7.03,22.54,False,1396.0,False,88.73,False
2016,54000,Diesel,Manual,First,7.0,16.5,13.68,False,2393.0,False,147.8,False
2016,54268,Diesel,Manual,First,5.0,7.67,28.09,False,1248.0,False,88.5,False
2012,94521,Diesel,Automatic,First,5.0,23.19,14.74,False,2993.0,False,270.9,False
2017,38932,Petrol,Manual,First,5.0,6.21,19.1,False,1197.0,False,82.0,False
2015,60395,Diesel,Automatic,First,5.0,45.82,16.12,False,2967.0,False,245.0,False
2016,29000,Diesel,Manual,First,5.0,5.95,24.4,False,1120.0,False,71.0,False
2011,58000,Diesel,Automatic,First,5.0,11.0,16.55,False,1968.0,False,140.0,False
2016,60913,Petrol,Manual,First,5.0,7.19,20.73,False,1373.0,False,91.1,False
2011,65000,Diesel,Manual,First,8.0,6.4,12.8,False,2494.0,False,102.0,False
2015,26000,Diesel,Manual,First,5.0,26.0,15.8,False,2148.0,False,170.0,False
2016,19947,Petrol,Manual,First,5.0,4.5,20.36,False,1197.0,False,78.9,False
2011,70816,Petrol,Automatic,First,5.0,3.1,16.95,False,1197.0,False,78.9,False
2015,54000,Diesel,Manual,First,5.0,5.95,27.39,False,1248.0,False,74.0,False
2008,138000,Petrol,Manual,First,5.0,1.2,18.2,False,1061.0,False,64.0,False
2014,35000,Diesel,Automatic,First,5.0,52.0,16.46,False,2993.0,False,258.0,False
2015,50000,Diesel,Automatic,First,7.0,48.0,11.33,False,4134.0,False,335.2,False
2011,124652,Diesel,Automatic,First,5.0,21.99,11.7,False,2993.0,False,245.0,False
2013,80264,Petrol,Manual,First,5.0,4.3,21.1,False,1197.0,False,85.8,False
2013,125600,Diesel,Manual,First,5.0,3.75,21.64,False,1461.0,False,84.8,False
2015,49000,Petrol,Manual,First,5.0,8.95,14.28,False,1798.0,False,138.03,False
2012,111000,Diesel,Manual,First,5.0,4.75,23.59,False,1364.0,False,67.1,False
2016,33690,Petrol,Manual,First,5.0,14.6,14.28,False,1798.0,False,138.03,False
2012,50000,Diesel,Automatic,First,5.0,17.5,17.68,False,1968.0,False,174.33,False
2012,38092,Diesel,Manual,First,7.0,5.2,20.77,False,1248.0,False,88.8,False
2017,47774,Petrol,Manual,First,5.0,6.04,18.9,False,1197.0,False,82.0,False
2009,167000,Diesel,Manual,Second,5.0,2.7,19.09,False,1396.0,False,69.0,False
2019,65000,Diesel,Automatic,First,5.0,6.75,26.59,False,1248.0,False,74.0,False
2011,46000,Petrol,Manual,First,5.0,2.35,15.26,False,1598.0,False,103.5,False
2017,16500,Petrol,Manual,First,5.0,5.0,23.84,False,1199.0,False,84.0,False
2016,39000,Petrol,Manual,First,5.0,6.95,17.8,False,1497.0,False,117.3,False
2018,6000,Petrol,Manual,First,5.0,6.7,19.5,False,1199.0,False,86.76,False
2015,60000,Diesel,Automatic,First,5.0,25.0,17.11,False,1968.0,False,174.33,False
2011,97320,Petrol,Automatic,First,5.0,3.75,14.4,False,1598.0,False,103.6,False
2011,99807,Diesel,Manual,First,5.0,3.75,20.54,False,1598.0,False,103.6,False
